gse_id,old_gse_id,gse_type,model,manufacturer,location,lift_inspection_expires,latest_service_chassi,latest_service_unit,chassi_nr_vehicle,chassi_nr_unit,manufacturing_year_chassi,manufacturing_year_unit,hour_meter_chassi,hour_meter_unit,km_chassi,local_vehicle_permit,vehicle_permit_nr,vehicle_permit_valid_until,in_use,net_weight_kg,total_weight_kg,status,type_of_fuel,emission_standard,reg_nr_if_applicable,heating,deice_type,hot_type4,glycol,capacity,ac_type,single_double_max_ppm,power,cabin,gen2,length_m,height_min_max_mm,self_propelled,owned_by_company,owned_by_company2,type_of_lease,term_of_termination,purchase_date,agreement_expire_date,risk_assessment,training_documentation_available,item_type,path
CLT 00003,L10,Container loader transporter (CLT),CLT-8 Loader,JBT,AAP,,,,810 5,,2008,,"10,246",,,,,,TRUE,,,3. Okay,Diesel,EURO3,,,,TRUE,TRUE,"3,5 t (Lift capacity)",,,,TRUE,TRUE,,,TRUE,Aviator Airport Alliance AB,,Operational lease,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
CLT 00004,L11,Container loader transporter (CLT),CLT-8 Loader,JBT,AAP,,,,CLT12005,,2012,,"6,134",,,,,,TRUE,,,3. Okay,Diesel,EURO3,,,,TRUE,TRUE,"3,5 t (Lift capacity)",,,,TRUE,TRUE,,,TRUE,Aviator Airport Alliance AB,,Operational lease,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
CLT 00005,L15,Container loader transporter (CLT),CLT-8 Loader,JBT,AAP,,3/9/2020,,CLT07075,,2007,,"6,498",,,,,,TRUE,,,3. Okay,Diesel,EURO3,,,,TRUE,TRUE,"3,5 t (Lift capacity)",,,,TRUE,TRUE,,,TRUE,Aviator Airport Alliance AB,,Operational lease,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
CLT 00006,L16,Container loader transporter (CLT),CLT-8 Loader,JBT,AAP,,,,CLT14004,,2014,,"3,924",,,,,,TRUE,,,3. Okay,Diesel,EURO3,,,,TRUE,TRUE,"3,5 t (Lift capacity)",,,,TRUE,TRUE,,,TRUE,Aviator Airport Alliance AB,,Operational lease,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
CLT 00007,L17,Container loader transporter (CLT),CLT-8 Loader,JBT,AAP,,,,CLT14005,,2014,,"4,219",,,,,,TRUE,,,3. Okay,Diesel,EURO3,,,,TRUE,TRUE,"3,5 t (Lift capacity)",,,,TRUE,TRUE,,,TRUE,Aviator Airport Alliance AB,,Operational lease,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
OTH 00012,1,Other equipment (OTH),Løftebord,Cartek,AAP,,,,,,1990,,,,,,,,TRUE,,,2. Usable,,,,,,TRUE,TRUE,,,,,TRUE,TRUE,,,TRUE,Aviator Airport Partners A/S,,No lease,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
OtH 00013,2,Other equipment (OTH),Løftebord,Cartek,AAP,,,,,,1990,,,,,,,,TRUE,,,2. Usable,,,,,,TRUE,TRUE,,,,,TRUE,TRUE,,,TRUE,Aviator Airport Partners A/S,,No lease,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
OTH 00014,9,Other equipment (OTH),Løftebord,Cartek,AAP,,,,,,1990,,,,,,,,TRUE,,,2. Usable,,,,,,TRUE,TRUE,,,,,TRUE,TRUE,,,TRUE,Aviator Airport Partners A/S,,No lease,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
OTH 00015,10,Other equipment (OTH),Løftebord,Cartek,AAP,,,,,,1990,,,,,,,,TRUE,,,2. Usable,,,,,,TRUE,TRUE,,,,,TRUE,TRUE,,,TRUE,Aviator Airport Partners A/S,,No lease,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
OTH 00016,20,Other equipment (OTH),Løftebord,Cartek,AAP,,,,,,1990,,,,,,,,TRUE,,,2. Usable,,,,,,TRUE,TRUE,,,,,TRUE,TRUE,,,TRUE,Aviator Airport Partners A/S,,No lease,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
OTH 00017,21,Other equipment (OTH),Løftebord,Cartek,AAP,,,,,,1990,,,,,,,,TRUE,,,3. Okay,,,,,,TRUE,TRUE,,,,,TRUE,TRUE,,,TRUE,Aviator Airport Partners A/S,,No lease,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
OTH 00018,32,Other equipment (OTH),Løftebord,Cartek,AAP,,,,,,1990,,,,,,,,TRUE,,,3. Okay,,,,,,TRUE,TRUE,,,,,TRUE,TRUE,,,TRUE,Aviator Airport Partners A/S,,No lease,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
OTH 00019,33,Other equipment (OTH),Løftebord,Cartek,AAP,,,,,,1990,,,,,,,,TRUE,,,3. Okay,,,,,,TRUE,TRUE,,,,,TRUE,TRUE,,,TRUE,Aviator Airport Partners A/S,,No lease,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00015,T108,Baggage tractor (EBT),TSII,AF,AAP,,,,953 6,,1996,,,,,,,,TRUE,,,1. Scrap,Electric -> Emission N/A,,,,,TRUE,TRUE,,,,,TRUE,TRUE,,,TRUE,Aviator Airport Alliance AB,,Operational lease,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00016,T110,Baggage tractor (EBT),TSII,AF,AAP,,,,953 4,,1996,,,,,,,,TRUE,,,3. Okay,Electric -> Emission N/A,,,,,TRUE,TRUE,,,,,TRUE,TRUE,,,TRUE,Aviator Airport Alliance AB,,Operational lease,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00017,T111,Baggage tractor (EBT),TSII,AF,AAP,,,,956 1,,1996,,,,,,,,TRUE,,,3. Okay,Electric -> Emission N/A,,,,,TRUE,TRUE,,,,,TRUE,TRUE,,,TRUE,Aviator Airport Partners A/S,,No lease,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00018,T112,Baggage tractor (EBT),TSII,AF,AAP,,,,,,1996,,,,,,,,TRUE,,,2. Usable,Electric -> Emission N/A,,,,,TRUE,TRUE,,,,,TRUE,TRUE,,,TRUE,Aviator Airport Partners A/S,,No lease,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00019,T113,Baggage tractor (EBT),TSII,AF,AAP,,,,956 3,,1996,,,"1,656",,,,,TRUE,,,2. Usable,Electric -> Emission N/A,,,,,TRUE,TRUE,,,,,TRUE,TRUE,,,TRUE,Aviator Airport Alliance AB,,Operational lease,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00020,T114,Baggage tractor (EBT),TSII,AF,AAP,,,,952 5,,1996,,,,,,,,TRUE,,,2. Usable,Electric -> Emission N/A,,,,,TRUE,TRUE,,,,,TRUE,TRUE,,,TRUE,Aviator Airport Partners A/S,,No lease,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00021,T115,Baggage tractor (EBT),TSII,AF,AAP,,,,952 4,,1996,,,,,,,,TRUE,,,2. Usable,Electric -> Emission N/A,,,,,TRUE,TRUE,,,,,TRUE,TRUE,,,TRUE,Aviator Airport Partners A/S,,No lease,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00022,T116,Baggage tractor (EBT),TSII,AF,AAP,,,,962 5,,1997,,,,,,,,TRUE,,,1. Scrap,Electric -> Emission N/A,,,,,TRUE,TRUE,,,,,TRUE,TRUE,,,TRUE,Aviator Airport Alliance AB,,Operational lease,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00023,T117,Baggage tractor (EBT),TSII,AF,AAP,,,,962 6,,1996,,,"1,307",,,,,TRUE,,,1. Scrap,Electric -> Emission N/A,,,,,TRUE,TRUE,,,,,TRUE,TRUE,,,TRUE,Aviator Airport Alliance AB,,Operational lease,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00024,T118,Baggage tractor (EBT),TSII,AF,AAP,,,,968 0,,1997,,,,,,,,TRUE,,,2. Usable,Electric -> Emission N/A,,,,,TRUE,TRUE,,,,,TRUE,TRUE,,,TRUE,Aviator Airport Alliance AB,,Operational lease,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00025,T119,Baggage tractor (EBT),TSII,AF,AAP,,,,967 9,,1997,,,"1,258",,,,,TRUE,,,2. Usable,Electric -> Emission N/A,,,,,TRUE,TRUE,,,,,TRUE,TRUE,,,TRUE,Aviator Airport Alliance AB,,Operational lease,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00026,T122,Baggage tractor (EBT),TSII,AF,AAP,,,,968 2,,1997,,,"1,200",,,,,TRUE,,,3. Okay,Electric -> Emission N/A,,,,,TRUE,TRUE,,,,,TRUE,TRUE,,,TRUE,Aviator Airport Alliance AB,,Operational lease,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00027,T123,Baggage tractor (EBT),TSII,AF,AAP,,,,976 2,,1998,,,623,,,,,TRUE,,,2. Usable,Electric -> Emission N/A,,,,,TRUE,TRUE,,,,,TRUE,TRUE,,,TRUE,Aviator Airport Alliance AB,,Operational lease,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00028,T124,Baggage tractor (EBT),TSII,AF,AAP,,,,976 0,,1998,,,,,,,,TRUE,,,3. Okay,Electric -> Emission N/A,,,,,TRUE,TRUE,,,,,TRUE,TRUE,,,TRUE,Aviator Airport Alliance AB,,Operational lease,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00029,T125,Baggage tractor (EBT),TSII,AF,AAP,,,,976 4,,1998,,,,,,,,TRUE,,,2. Usable,Electric -> Emission N/A,,,,,TRUE,TRUE,,,,,TRUE,TRUE,,,TRUE,Aviator Airport Partners A/S,,No lease,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00030,T126,Baggage tractor (EBT),TSII,AF,AAP,,,,976 3,,1998,,,"2,019",,,,,TRUE,,,3. Okay,Electric -> Emission N/A,,,,,TRUE,TRUE,,,,,TRUE,TRUE,,,TRUE,Aviator Airport Partners A/S,,No lease,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00031,T127,Baggage tractor (EBT),TSII,AF,AAP,,,,976 5,,1998,,,,,,,,TRUE,,,3. Okay,Electric -> Emission N/A,,,,,TRUE,TRUE,,,,,TRUE,TRUE,,,TRUE,Aviator Airport Alliance AB,,Operational lease,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00032,T128,Baggage tractor (EBT),TSII,AF,AAP,,,,976 1,,1998,,,642,,,,,TRUE,,,2. Usable,Electric -> Emission N/A,,,,,TRUE,TRUE,,,,,TRUE,TRUE,,,TRUE,Aviator Airport Partners A/S,,No lease,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00033,T129,Baggage tractor (EBT),TSII,AF,AAP,,,,987 1,,1998,,,812,,,,,TRUE,,,3. Okay,Electric -> Emission N/A,,,,,TRUE,TRUE,,,,,TRUE,TRUE,,,TRUE,Aviator Airport Alliance AB,,Operational lease,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00034,T130,Baggage tractor (EBT),TSII,AF,AAP,,,,987 2,,1998,,,"2,672",,,,,TRUE,,,3. Okay,Electric -> Emission N/A,,,,,TRUE,TRUE,,,,,TRUE,TRUE,,,TRUE,Aviator Airport Partners A/S,,No lease,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00035,T131,Baggage tractor (EBT),TSII,AF,AAP,,,,997 3,,1999,,,,,,,,TRUE,,,3. Okay,Electric -> Emission N/A,,,,,TRUE,TRUE,,,,,TRUE,TRUE,,,TRUE,Aviator Airport Alliance AB,,Operational lease,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00036,T132,Baggage tractor (EBT),TSII,AF,AAP,,,,997 2,,1999,,,"4,437",,,,,TRUE,,,3. Okay,Electric -> Emission N/A,,,,,TRUE,TRUE,,,,,TRUE,TRUE,,,TRUE,Aviator Airport Alliance AB,,Operational lease,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00037,T133,Baggage tractor (EBT),TSII,AF,AAP,,,,976 6,,1998,,,,,,,,TRUE,,,2. Usable,Electric -> Emission N/A,,,,,TRUE,TRUE,,,,,TRUE,TRUE,,,TRUE,Aviator Airport Alliance AB,,Operational lease,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00038,T134,Baggage tractor (EBT),TSII,AF,AAP,,,,996 4,,1999,,,"16,240",,,,,TRUE,,,2. Usable,Electric -> Emission N/A,,,,,TRUE,TRUE,,,,,TRUE,TRUE,,,TRUE,Aviator Airport Alliance AB,,Operational lease,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00039,T135,Baggage tractor (EBT),TSII,AF,AAP,,,,1150 0,,2009,,,,,,,,TRUE,,,3. Okay,Electric -> Emission N/A,,,,,TRUE,TRUE,,,,,TRUE,TRUE,,,TRUE,Aviator Airport Alliance AB,,Operational lease,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00040,T136,Baggage tractor (EBT),TSII,AF,AAP,,,,,,1999,,,,,,,,TRUE,,,1. Scrap,Electric -> Emission N/A,,,,,TRUE,TRUE,,,,,TRUE,TRUE,,,TRUE,Aviator Airport Partners A/S,,No lease,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00041,T137,Baggage tractor (EBT),TSII,AF,AAP,,,,1150 1,,2009,,,,,,,,TRUE,,,3. Okay,Electric -> Emission N/A,,,,,TRUE,TRUE,,,,,TRUE,TRUE,,,TRUE,Aviator Airport Alliance AB,,Operational lease,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00042,T138,Baggage tractor (EBT),TSII,AF,AAP,,,,996 8,,1999,,,,,,,,TRUE,,,3. Okay,Electric -> Emission N/A,,,,,TRUE,TRUE,,,,,TRUE,TRUE,,,TRUE,Aviator Airport Partners A/S,,No lease,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00043,T140,Baggage tractor (EBT),TSII,AF,AAP,,,,996 7,,1999,,,"16,414",,,,,TRUE,,,3. Okay,Electric -> Emission N/A,,,,,TRUE,TRUE,,,,,TRUE,TRUE,,,TRUE,Aviator Airport Partners A/S,,No lease,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00044,T463,Baggage tractor (EBT),TSII,AF,AAP,,,,,,1998,,,,,,,,TRUE,,,3. Okay,Electric -> Emission N/A,,,,,TRUE,TRUE,,,,,TRUE,TRUE,,,TRUE,Aviator Airport Partners A/S,,No lease,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
TBL 00035,New 2023 02,Towbar less tractor (TBL),TBL 100 EL,Kalmar,AAP,,,,2827,,2023,,,,,,,,TRUE,"7,700","15,000",5. Very good condition,Electric -> Emission N/A,,,,,FALSE,FALSE,,,,,TRUE,FALSE,,,TRUE,Other,,Financial lease,,2/1/2023,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
TBL 00036,New 2023 02,Towbar less tractor (TBL),TBL 100 EL,Kalmar,AAP,,,,2828,,2023,,,,,,,,TRUE,"7,700","15,000",5. Very good condition,Electric -> Emission N/A,,,,,FALSE,FALSE,,,,,TRUE,FALSE,,,TRUE,Other,,Financial lease,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
CAR 00112,M12,Car (CAR),"MERIVA 1,4 ACTIVAN",OPEL,AAP,,,1/18/2023,OLSD9EC4G4190066,,,2016,,,105550,,,,TRUE,,,5. Very good condition,Petrol,EURO6,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,Aviator Airport Partners A/S,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
CAR 00113,M31,Car (CAR),"IGNIS 1,3",SUZUKI,AAP,,,,TSMMHX51S00206365,,,2005,,,,,,,TRUE,,,4. Good condition,Petrol,EURO5,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,Aviator Airport Partners A/S,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
CAR 00114,M32,Car (CAR),"COLT 1,3 AUT",MITSUBISHI,AAP,,,,XMCXJZ34A8F034324,,,2008,,,,,,,TRUE,,,4. Good condition,Petrol,EURO5,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,Aviator Airport Partners A/S,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
CAR 00115,,Car (CAR),"CARAVELLE 2,0 TDI",VOLKSWAGEN,AAP,,,,WV2ZZZ7HZJH140295,,,2018,,,,,,,TRUE,,,5. Very good condition,Diesel,EURO6,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,Aviator Airport Partners A/S,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
BLS 00038,B06,Belt loader snake (BLS),POWER STOW,,AAP,,,,,,,,,,,,,,TRUE,,,4. Good condition,Electric -> Emission N/A,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,Other,MIDTJYLLANDS LUFTHAVN,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
BLS 00039,AAP092,Belt loader snake (BLS),Power Stow,Power Stow,AAP,,,,,,,2023,,,,,,,TRUE,,,5. Very good condition,Electric -> Emission N/A,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,Other,Power Stow   TESTBÅND,Other,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
CAR 00117,DH71292,Car (CAR),Aygo,Toyota,CFS,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,Copenhagen Flight Services APS,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00306,T14,Baggage tractor (EBT),Linde P250,NC.Nielsen,AAP,,,,51X127J0025,,,2019,,,,,,,TRUE,"4,988","5,488",4. Good condition,Electric -> Emission N/A,,RF10424,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,Aviator Airport Partners A/S,,Operational lease,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00307,T32,Baggage tractor (EBT),Linde P250,NC.Nielsen,AAP,,,,51X127J00238,,,2019,,,,,,,TRUE,"4,988","5,488",4. Good condition,Electric -> Emission N/A,,RF10417,,,FALSE,FALSE,,,,,TRUE,FALSE,,,FALSE,Aviator Airport Partners A/S,,Operational lease,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00308,T34,Baggage tractor (EBT),Linde P250,NC.Nielsen,AAP,,,,51X127J00224,,,2019,,,,,,,TRUE,"4,988","5,488",4. Good condition,Electric -> Emission N/A,,RF10418,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,Aviator Airport Partners A/S,,Operational lease,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00315,T43,Baggage tractor (EBT),Linde P250,NC.Nielsen,AAP,,,,51X127B00153,,,2011,,,,,,,TRUE,"3,930","4,380",3. Okay,Electric -> Emission N/A,,RF10641,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,Aviator Airport Partners A/S,,Operational lease,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00309,T06,Baggage tractor (EBT),Linde P250,NC.Nielsen,AAP,,,,51X127J00254,,,2019,,,,,,,TRUE,"4,988","5,488",4. Good condition,Electric -> Emission N/A,,RF10413,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,Aviator Airport Partners A/S,,Operational lease,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00310,T15,Baggage tractor (EBT),Linde P250,NC.Nielsen,AAP,,,,51X127J00253,,,2019,,,,,,,TRUE,"4,988","5,488",4. Good condition,Electric -> Emission N/A,,RF10425,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,Aviator Airport Partners A/S,,Operational lease,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00311,T31,Baggage tractor (EBT),Linde P250,NC.Nielsen,AAP,,,,51X127J0025,,,2019,,,,,,,TRUE,"4,988","5,488",4. Good condition,Electric -> Emission N/A,,RF10416,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,Aviator Airport Partners A/S,,Operational lease,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00312,T41,Baggage tractor (EBT),Linde P250,NC.Nielsen,AAP,,,,51X127B00194,,,2011,,,,,,,TRUE,"3,930","4,380",3. Okay,Electric -> Emission N/A,,RF10640,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,Aviator Airport Partners A/S,,Operational lease,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
EBT 00314,T42,Baggage tractor (EBT),Linde P250,NC.Nielsen,AAP,,,,51X127B00052,,,2011,,,,,,,TRUE,"3,930","4,380",3. Okay,Electric -> Emission N/A,,RF10639,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,Aviator Airport Partners A/S,,Operational lease,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
BLS 00037,B23,Belt loader snake (BLS),Power stow,Power stow,AAP,,,,,1444,,2020,,,,,,,TRUE,,,5. Very good condition,Electric -> Emission N/A,,,,,FALSE,FALSE,,,,,TRUE,TRUE,7m,,TRUE,Aviator Airport Partners A/S,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
TBL 00056,T83,Towbar less tractor (TBL),TBL190,Kalmar,AAP,,,,2304,,,2010,,"12,225",,,,,TRUE,,,4. Good condition,Diesel,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,Aviator Airport Partners A/S,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
TBL 00057,T82,Towbar less tractor (TBL),TBL190,Kalmar,AAP,,,,2135,,,2002,,,,,,,TRUE,,,4. Good condition,Diesel,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
TBL 00058,T84,Towbar less tractor (TBL),TBL50,Kalmar,AAP,,,,,,2024,,,,,,,,TRUE,,,4. Good condition,Diesel,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
ASU 00023,G09,Air starter unit (ASU),,Hitzinger,AAP,,,,,,,,,,,,,,FALSE,,,,Diesel,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
CAR 00128,,Car (CAR)," TRANSPORTER, 2.0 TSI BMT 204hk KASSEVOGN LANG 4Motion DSG",VOLKSWAGEN,CFS,,,,WV1ZZZ7HZJH198589,,2019,,,,62460,,,,TRUE,,,5. Very good condition,Petrol,EURO6,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,Copenhagen Flight Services APS,,No lease,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
CAR 00129,,Car (CAR),"Transit Custom Van, 2.0TDCi - FWD (130 HK ) Kassevogn FWD M6",Ford,CFS,,,,WF0YXXTTGYJY11660,,2018,,,,66865,,,,TRUE,,,5. Very good condition,Diesel,EURO6,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,No lease,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
CAR 00127,M21,Car (CAR)," CARAVELLE, GCXFA308X0",VOLKSWAGEN,AAP,,,,WV2ZZZ7HZJH140295,,,2018,,,,,,,TRUE,,,5. Very good condition,Diesel,EURO6,RF10643,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,Aviator Airport Partners A/S,,No lease,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
PBT 00051,CFS035,Push back tractor (PBT),,Kalmar,CFS,,,,,,,,,,,,,,TRUE,,,3. Okay,Diesel,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
CLT 00021,New 2023 12 AAP090,Container loader transporter (CLT),CLT 8,JBT,AAP,,,,CLT23002,,2023,,,,,,,,FALSE,,,5. Very good condition,Diesel,TIER 4,,,,FALSE,FALSE,,,,,FALSE,FALSE,,,TRUE,Copenhagen Flight Services APS,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
CLT 00022,New 2023 12,Container loader transporter (CLT),CLT 8,JBT,AAP,,,,,,2023,,,,,,,,FALSE,,,5. Very good condition,Diesel,TIER 4,,,,FALSE,FALSE,,,,,FALSE,FALSE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
BCT 00097,,Baggage cart (BCT),,AKS,CFS,,,,,,2024,,,,,,,,TRUE,,,,,,,,,FALSE,FALSE,,,,,FALSE,TRUE,,,FALSE,Copenhagen Flight Services APS,,,,,,FALSE,FALSE,Element,GSE/Lists/AviatorGSERegister
BCT 00098,,Baggage cart (BCT),,AKS,CFS,,,,,,2024,,,,,,,,TRUE,,,,,,,,,FALSE,FALSE,,,,,FALSE,TRUE,,,FALSE,Copenhagen Flight Services APS,,,,,,FALSE,FALSE,Element,GSE/Lists/AviatorGSERegister
BCT00099,,Baggage cart (BCT),,AKS,CFS,,,,,,2024,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,FALSE,FALSE,,,FALSE,Copenhagen Flight Services APS,,,,,,FALSE,FALSE,Element,GSE/Lists/AviatorGSERegister
BCT00100,,Baggage cart (BCT),,AKS,CFS,,,,,,2024,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,FALSE,FALSE,,,FALSE,Copenhagen Flight Services APS,,,,,,FALSE,FALSE,Element,GSE/Lists/AviatorGSERegister
TBL 00048,,Towbar less tractor (TBL),TBL100 E,,CFS,,,,,2873,2024,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
TBL 00049,,Towbar less tractor (TBL),TBL100 E,,CFS,,,,,2874,2024,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
TBL 00050,,Towbar less tractor (TBL),TBL100E,,CFS,,,,,2875,2024,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
TBL 00051,,Towbar less tractor (TBL),TBL100E,,CFS,,,,,2876,2024,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
TBL 00052,,Towbar less tractor (TBL),TBL100E,,CFS,,,,,2881,2024,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
TBL 00053,,Towbar less tractor (TBL),TBL100 E,,CFS,,,,,2882,2024,,,,,,,,FALSE,,,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,TRUE,Element,GSE/Lists/AviatorGSERegister
